Date,Close,Open,High,Low
"May 13, 2020","19,617.00","19,950.00","20,199.00","19,423.00"
"May 12, 2020","18,839.10","18,696.00","18,991.00","18,209.00"
"May 11, 2020","18,914.40","19,489.85","19,700.00","18,855.00"
"May 08, 2020","19,284.65","19,825.00","19,950.00","19,210.00"
"May 07, 2020","19,505.30","19,470.00","19,743.35","19,300.00"
"May 06, 2020","19,671.95","19,219.20","19,819.00","18,900.00"
"May 05, 2020","19,246.35","19,906.05","20,098.00","19,164.35"
"May 04, 2020","19,632.75","20,600.00","20,600.00","19,505.00"
"Apr 30, 2020","21,534.50","21,550.20","21,984.85","21,342.90"
"Apr 29, 2020","21,128.10","20,540.05","21,359.85","20,401.05"
"Apr 28, 2020","20,676.10","20,399.45","20,749.00","20,242.00"
"Apr 27, 2020","20,107.10","19,690.00","20,240.00","19,690.00"
"Apr 24, 2020","19,517.10","19,734.80","19,860.00","19,381.00"
"Apr 23, 2020","20,182.75","19,797.95","20,299.85","19,539.90"
"Apr 22, 2020","19,677.40","19,240.00","19,837.80","19,002.00"
"Apr 21, 2020","19,333.85","19,825.00","19,880.00","19,166.95"
"Apr 20, 2020","20,482.20","21,086.85","21,099.85","20,374.00"
"Apr 17, 2020","20,748.80","20,350.00","20,934.20","19,624.30"
"Apr 16, 2020","19,424.30","18,905.35","19,554.85","18,601.00"
"Apr 15, 2020","18,989.70","19,986.00","20,219.00","18,661.40"
"Apr 13, 2020","19,484.10","19,680.00","19,826.30","19,184.95"
"Apr 09, 2020","19,768.30","19,488.75","19,888.00","19,071.00"
"Apr 08, 2020","18,889.50","18,816.00","20,599.00","18,495.00"
"Apr 07, 2020","19,172.00","18,254.55","19,250.00","17,921.00"
"Apr 03, 2020","17,175.80","18,226.10","18,226.10","17,075.00"
"Apr 01, 2020","18,171.20","18,900.00","18,996.05","17,962.65"
"Mar 31, 2020","19,135.50","19,284.70","19,500.00","18,817.65"
"Mar 30, 2020","18,799.55","19,086.00","19,820.00","18,676.00"
"Mar 27, 2020","19,778.65","20,251.00","21,272.80","19,350.35"
"Mar 26, 2020","19,613.90","18,700.00","20,279.80","18,335.50"
"Mar 25, 2020","18,487.00","16,799.95","18,735.55","16,600.25"
"Mar 24, 2020","16,929.75","17,550.00","17,949.95","16,020.55"
"Mar 23, 2020","16,881.05","18,264.95","19,200.00","16,741.50"
"Mar 20, 2020","20,294.35","19,959.95","20,933.00","19,217.75"
"Mar 19, 2020","20,028.50","19,499.00","20,971.15","18,787.65"
"Mar 18, 2020","20,517.95","22,198.95","22,351.00","20,150.00"
"Mar 17, 2020","22,037.05","23,193.30","23,448.00","21,840.00"
"Mar 16, 2020","22,960.75","24,311.30","24,434.00","22,766.25"
"Mar 13, 2020","25,028.90","22,600.00","25,591.90","21,000.00"
"Mar 12, 2020","23,845.05","25,190.00","25,344.00","23,381.00"
"Mar 11, 2020","26,490.40","26,349.95","26,818.00","26,215.45"
"Mar 09, 2020","26,525.75","27,111.10","27,244.00","25,935.05"
"Mar 06, 2020","27,782.95","27,710.15","28,063.65","27,280.00"
"Mar 05, 2020","28,829.30","28,839.95","29,180.00","28,547.05"
"Mar 04, 2020","28,753.00","29,115.00","29,299.90","28,158.30"
"Mar 03, 2020","29,223.75","29,080.00","29,328.20","28,752.60"
"Mar 02, 2020","28,885.15","29,355.55","29,648.00","28,600.05"
"Feb 28, 2020","29,053.90","29,625.00","29,665.25","28,970.15"
"Feb 27, 2020","30,187.00","30,265.00","30,265.00","29,951.15"
"Feb 26, 2020","30,315.50","30,230.00","30,517.10","30,125.50"
"Feb 25, 2020","30,467.90","30,500.05","30,633.35","30,351.50"
"Feb 24, 2020","30,423.00","30,615.00","30,688.80","30,393.35"
"Feb 20, 2020","30,938.70","30,784.00","31,098.40","30,698.60"
"Feb 19, 2020","30,856.40","30,875.00","30,940.00","30,652.00"
"Feb 18, 2020","30,581.40","30,655.85","30,707.15","30,282.55"
"Feb 17, 2020","30,776.35","30,894.25","31,014.90","30,640.00"
"Feb 14, 2020","30,902.10","31,280.00","31,470.85","30,774.50"
"Feb 13, 2020","31,231.35","31,565.10","31,626.70","31,188.85"
"Feb 12, 2020","31,566.90","31,516.50","31,619.80","31,458.40"
"Feb 11, 2020","31,383.30","31,271.50","31,516.40","31,265.00"
"Feb 10, 2020","31,109.85","31,215.20","31,259.85","31,003.90"
"Feb 07, 2020","31,240.40","31,339.90","31,363.85","31,110.05"
"Feb 06, 2020","31,332.85","31,200.00","31,530.90","30,956.65"
"Feb 05, 2020","31,050.35","30,760.05","31,116.60","30,631.20"
"Feb 04, 2020","30,718.45","30,300.00","30,798.80","30,191.05"
"Feb 03, 2020","30,032.15","29,729.90","30,110.00","29,530.00"
"Feb 01, 2020","29,782.55","30,710.60","30,990.00","29,777.00"
"Jan 31, 2020","30,937.30","30,940.00","31,125.70","30,780.50"
"Jan 30, 2020","30,647.40","31,280.00","31,280.00","30,513.45"
"Jan 29, 2020","30,905.55","30,960.00","31,109.05","30,866.00"
"Jan 28, 2020","30,771.60","30,929.95","31,070.00","30,675.15"
"Jan 27, 2020","30,879.05","31,050.10","31,239.90","30,850.00"
"Jan 24, 2020","31,330.35","31,100.55","31,438.00","30,924.00"
"Jan 23, 2020","31,090.10","30,800.00","31,170.00","30,680.00"
"Jan 22, 2020","30,802.85","31,150.00","31,230.00","30,705.00"
"Jan 21, 2020","31,042.80","31,049.90","31,200.00","30,920.95"
"Jan 20, 2020","31,181.85","31,997.65","31,997.65","31,126.10"
"Jan 17, 2020","31,723.75","31,660.25","31,874.30","31,540.00"
"Jan 16, 2020","31,935.70","31,900.00","32,054.05","31,744.95"
"Jan 15, 2020","31,943.85","32,089.00","32,105.50","31,765.80"
"Jan 14, 2020","32,169.05","32,240.00","32,260.00","32,031.80"
"Jan 13, 2020","32,242.25","32,159.65","32,380.00","32,123.75"
"Jan 10, 2020","32,122.75","32,263.95","32,384.95","31,980.00"
"Jan 09, 2020","32,152.65","31,801.00","32,200.00","31,760.15"
"Jan 08, 2020","31,444.05","31,185.00","31,541.20","30,971.80"
"Jan 07, 2020","31,492.80","31,551.10","31,915.80","31,200.00"
"Jan 06, 2020","31,362.05","32,000.00","32,023.85","31,286.00"
"Jan 03, 2020","32,161.20","32,445.50","32,489.05","32,060.20"
"Jan 02, 2020","32,579.15","32,299.00","32,606.05","32,281.55"
"Jan 01, 2020","32,285.20","32,417.30","32,495.75","32,225.00"
"Dec 31, 2019","32,366.05","32,478.70","32,521.90","32,320.00"
"Dec 30, 2019","32,554.05","32,632.45","32,773.85","32,431.00"
"Dec 27, 2019","32,604.70","32,250.10","32,633.75","32,246.50"
"Dec 26, 2019","31,997.70","32,269.95","32,339.00","31,945.00"
"Dec 24, 2019","32,307.75","32,304.95","32,384.00","32,270.45"
"Dec 23, 2019","32,329.40","32,349.95","32,425.00","32,220.00"
"Dec 20, 2019","32,378.40","32,227.00","32,440.00","32,180.00"
"Dec 19, 2019","32,260.40","32,300.00","32,345.40","32,123.35"
"Dec 18, 2019","32,279.30","32,310.05","32,343.95","32,055.00"
"Dec 17, 2019","32,206.35","32,100.10","32,285.00","32,055.05"
"Dec 16, 2019","32,010.30","32,197.65","32,205.00","31,848.15"
"Dec 13, 2019","32,102.70","31,860.45","32,230.00","31,805.35"
"Dec 12, 2019","31,717.00","31,406.30","31,745.00","31,405.00"
"Dec 11, 2019","31,314.25","31,208.30","31,395.75","31,065.30"
"Dec 10, 2019","31,226.55","31,440.10","31,445.00","31,188.35"
"Dec 09, 2019","31,397.65","31,374.90","31,612.10","31,201.00"
"Dec 06, 2019","31,418.30","31,799.95","31,925.00","31,323.00"
"Dec 05, 2019","31,762.50","32,110.00","32,179.95","31,705.00"
"Dec 04, 2019","32,080.90","31,624.95","32,125.00","31,511.25"
"Dec 03, 2019","31,711.20","31,949.90","31,949.90","31,580.60"
"Dec 02, 2019","31,921.35","32,079.95","32,080.00","31,762.30"
"Nov 29, 2019","32,003.85","32,100.50","32,148.00","31,820.00"
"Nov 28, 2019","32,122.95","31,874.25","32,143.30","31,874.25"
"Nov 27, 2019","31,872.35","31,738.60","31,898.00","31,705.00"
"Nov 26, 2019","31,648.90","31,620.10","31,791.85","31,411.00"
"Nov 25, 2019","31,568.25","31,080.10","31,590.00","31,049.05"
"Nov 22, 2019","31,114.70","31,248.20","31,329.70","31,023.35"
"Nov 21, 2019","31,316.75","31,299.95","31,444.90","31,223.60"
"Nov 20, 2019","31,321.25","31,350.00","31,434.40","31,184.55"
"Nov 19, 2019","31,259.65","31,059.95","31,315.85","30,950.00"
"Nov 18, 2019","31,017.85","31,152.00","31,182.00","30,900.10"
"Nov 15, 2019","31,052.20","30,902.20","31,185.00","30,859.60"
"Nov 14, 2019","30,770.55","30,580.00","30,830.00","30,361.35"
"Nov 13, 2019","30,585.60","31,083.95","31,167.25","30,538.80"
"Nov 11, 2019","31,097.80","30,700.00","31,222.85","30,610.05"
"Nov 08, 2019","30,759.00","30,630.00","31,099.00","30,493.55"
"Nov 07, 2019","30,664.35","30,801.00","30,848.95","30,463.00"
"Nov 06, 2019","30,682.60","30,260.30","30,780.00","30,052.00"
"Nov 05, 2019","30,294.15","30,420.05","30,519.90","30,155.10"
"Nov 04, 2019","30,396.05","30,457.95","30,658.00","30,267.00"
"Nov 01, 2019","30,374.10","30,200.05","30,449.45","30,063.10"
